"REF_DATE","GEO","DGUID","Trade","North American Product Classification System (NAPCS)","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","91009","","","","0"
"2018-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","89608","","","","0"
"2018-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","105218","","","","0"
"2018-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","96829","","","","0"
"2018-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","100183","","","","0"
"2019-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","99632","","","","0"
"2019-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","102248","","","","0"
"2019-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","116469","","","","0"
"2019-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","115872","","","","0"
"2019-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","113617","","","","0"
"2019-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","104741","","","","0"
"2019-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","84635","","","","0"
"2019-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","100374","","","","0"
"2019-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","103170","","","","0"
"2019-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","114904","","","","0"
"2019-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","113774","","","","0"
"2019-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","84577","","","","0"
"2020-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","88545","","","","0"
"2020-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","103654","","","","0"
"2020-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","126828","","","","0"
"2020-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","46570","","","","0"
"2020-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","35135","","","","0"
"2020-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","64643","","","","0"
"2020-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","69665","","","","0"
"2020-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","92821","","","","0"
"2020-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","113597","","","","0"
"2020-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","97214","","","","0"
"2020-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","100177","","","","0"
"2020-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","98910","","","","0"
"2021-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","95502","","","","0"
"2021-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","97835","","","","0"
"2021-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","114869","","","","0"
"2021-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","96841","","","","0"
"2021-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","110150","","","","0"
"2021-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","99966","","","","0"
"2021-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","97815","","","","0"
"2021-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","104169","","","","0"
"2021-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","103945","","","","0"
"2021-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","96390","","","","0"
"2021-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","104224","","","","0"
"2021-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","96477","","","","0"
"2022-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","92436","","","","0"
"2022-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","85459","","","","0"
"2022-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","109746","","","","0"
"2022-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","104464","","","","0"
"2022-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","105259","","","","0"
"2022-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","100092","","","","0"
"2022-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","99289","","","","0"
"2022-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","103885","","","","0"
"2022-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","98925","","","","0"
"2022-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","114439","","","","0"
"2022-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","112906","","","","0"
"2022-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","110202","","","","0"
"2023-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","96763","","","","0"
"2023-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","100380","","","","0"
"2023-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","123751","","","","0"
"2023-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","99113","","","","0"
"2023-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","110104","","","","0"
"2023-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","105279","","","","0"
"2023-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","107918","","","","0"
"2023-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","121198","","","","0"
"2023-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","125817","","","","0"
"2023-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","130724","","","","0"
"2023-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","126716","","","","0"
"2023-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","108758","","","","0"
"2024-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","120404","","","","0"
"2024-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","117145","","","","0"
"2024-03","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","133241","","","","0"
"2024-04","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","122732","","","","0"
"2024-05","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","133279","","","","0"
