"REF_DATE","GEO","DGUID","Trade","North American Product Classification System (NAPCS)","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-03","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","350912","","","","0"
"2023-04","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","312564","","","","0"
"2023-05","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","349933","","","","0"
"2023-06","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","363348","","","","0"
"2023-07","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","288613","","","","0"
"2023-08","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","333720","","","","0"
"2023-09","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","309907","","","","0"
"2023-10","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","317645","","","","0"
"2023-11","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","312582","","","","0"
"2023-12","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","324094","","","","0"
"2024-01","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","320456","","","","0"
"2024-02","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","362731","","","","0"
"2024-03","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","400688","","","","0"
"2024-04","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","395340","","","","0"
"2024-05","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","378852","","","","0"
"2024-06","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","401984","","","","0"
"2024-07","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","372700","","","","0"
"2024-08","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","364201","","","","0"
"2024-09","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","343592","","","","0"
"2024-10","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","376376","","","","0"
"2024-11","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","365345","","","","0"
"2024-12","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","308558","","","","0"
"2025-01","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","295495","","","","0"
"2025-02","Quebec","2021A000224","Import","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087312","6.1.10.2","405139","","","","0"
"2018-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","259967","","","","0"
"2018-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","276344","","","","0"
"2018-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","302238","","","","0"
"2018-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","326989","","","","0"
"2018-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","324215","","","","0"
"2018-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","307563","","","","0"
"2018-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","297363","","","","0"
"2018-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","291023","","","","0"
"2018-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","341983","","","","0"
"2018-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","361543","","","","0"
"2018-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","340756","","","","0"
"2018-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","323448","","","","0"
"2019-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","298196","","","","0"
"2019-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","324251","","","","0"
"2019-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","370588","","","","0"
"2019-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","346219","","","","0"
"2019-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","376530","","","","0"
"2019-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","357076","","","","0"
