"symbol","date","adjusted"
"ACQ.TO",2023-09-01,24.2800006866455
"ACQ.TO",2023-10-01,23.9699993133545
"ACQ.TO",2023-11-01,18.3600006103516
"ACQ.TO",2023-12-01,22.8999996185303
"ACQ.TO",2024-01-01,21.4799995422363
"ACQ.TO",2024-02-01,21.4099998474121
"ACQ.TO",2024-03-01,26.8799991607666
"ACQ.TO",2024-04-01,24.1599998474121
"ACQ.TO",2024-05-01,20.5
"ACQ.TO",2024-06-01,19.2299995422363
"ACQ.TO",2024-07-01,19.2199993133545
"ACQ.TO",2024-08-01,14.8599996566772
"ACQ.TO",2024-09-01,16.0900001525879
"ACQ.TO",2024-10-01,14.8400001525879
"ACQ.TO",2024-11-01,18.7900009155273
"ACQ.TO",2024-12-01,17.3299999237061
"ACQ.TO",2025-01-01,19.8500003814697
"ACQ.TO",2025-02-01,17.4300003051758
"ACQ.TO",2025-03-01,16.3099994659424
"ACQ.TO",2025-04-01,15.5200004577637
"ACQ.TO",2025-04-22,15.5200004577637
"XIC.TO",2018-01-01,20.6951560974121
"XIC.TO",2018-02-01,20.0999011993408
"XIC.TO",2018-03-01,19.8960475921631
"XIC.TO",2018-04-01,20.3984050750732
"XIC.TO",2018-05-01,21.0225028991699
"XIC.TO",2018-06-01,21.2031688690186
"XIC.TO",2018-07-01,21.5951061248779
"XIC.TO",2018-08-01,21.4544448852539
"XIC.TO",2018-09-01,21.0738430023193
"XIC.TO",2018-10-01,19.9109230041504
"XIC.TO",2018-11-01,20.1861915588379
"XIC.TO",2018-12-01,19.0100517272949
"XIC.TO",2019-01-01,20.7892684936523
"XIC.TO",2019-02-01,21.4441814422607
"XIC.TO",2019-03-01,21.5029602050781
"XIC.TO",2019-04-01,22.3418979644775
"XIC.TO",2019-05-01,21.6822967529297
"XIC.TO",2019-06-01,22.0205574035645
"XIC.TO",2019-07-01,22.28733253479
"XIC.TO",2019-08-01,22.3896446228027
"XIC.TO",2019-09-01,22.5857448577881
"XIC.TO",2019-10-01,22.5728034973145
"XIC.TO",2019-11-01,23.4066028594971
"XIC.TO",2019-12-01,23.3206462860107
"XIC.TO",2020-01-01,23.9151573181152
"XIC.TO",2020-02-01,22.5211162567139
"XIC.TO",2020-03-01,18.3389987945557
"XIC.TO",2020-04-01,20.6230869293213
"XIC.TO",2020-05-01,21.1920604705811
"XIC.TO",2020-06-01,21.5684566497803
"XIC.TO",2020-07-01,22.7132740020752
"XIC.TO",2020-08-01,23.234302520752
"XIC.TO",2020-09-01,22.5896453857422
"XIC.TO",2020-10-01,22.0841369628906
"XIC.TO",2020-11-01,24.4617443084717
"XIC.TO",2020-12-01,24.6398391723633
"XIC.TO",2021-01-01,24.7919101715088
"XIC.TO",2021-02-01,25.787166595459
"XIC.TO",2021-03-01,26.6389751434326
"XIC.TO",2021-04-01,27.4708843231201
"XIC.TO",2021-05-01,28.4278049468994
"XIC.TO",2021-06-01,28.9423770904541
"XIC.TO",2021-07-01,29.3631229400635
"XIC.TO",2021-08-01,29.8173809051514
"XIC.TO",2021-09-01,28.972469329834
"XIC.TO",2021-10-01,30.6282386779785
"XIC.TO",2021-11-01,30.1710987091064
"XIC.TO",2021-12-01,30.4376182556152
"XIC.TO",2022-01-01,30.5112018585205
"XIC.TO",2022-02-01,30.592903137207
"XIC.TO",2022-03-01,31.6459503173828
"XIC.TO",2022-04-01,30.2451992034912
"XIC.TO",2022-05-01,30.2543334960938
"XIC.TO",2022-06-01,27.4134254455566
"XIC.TO",2022-07-01,28.922046661377
"XIC.TO",2022-08-01,28.4248199462891
"XIC.TO",2022-09-01,26.969970703125
"XIC.TO",2022-10-01,28.7285919189453
"XIC.TO",2022-11-01,30.3081092834473
"XIC.TO",2022-12-01,28.6263904571533
"XIC.TO",2023-01-01,30.9633464813232
"XIC.TO",2023-02-01,30.2051696777344
"XIC.TO",2023-03-01,29.886926651001
"XIC.TO",2023-04-01,31.0127372741699
"XIC.TO",2023-05-01,29.4932422637939
"XIC.TO",2023-06-01,30.2105140686035
"XIC.TO",2023-07-01,31.2433891296387
"XIC.TO",2023-08-01,30.8435668945312
"XIC.TO",2023-09-01,29.548900604248
"XIC.TO",2023-10-01,28.8545093536377
"XIC.TO",2023-11-01,31.0149974822998
"XIC.TO",2023-12-01,32.0424270629883
"XIC.TO",2024-01-01,32.4061889648438
"XIC.TO",2024-02-01,32.966251373291
"XIC.TO",2024-03-01,34.0960273742676
"XIC.TO",2024-04-01,33.7307968139648
"XIC.TO",2024-05-01,34.6450653076172
"XIC.TO",2024-06-01,33.8961410522461
"XIC.TO",2024-07-01,36.1354866027832
"XIC.TO",2024-08-01,36.5569190979004
"XIC.TO",2024-09-01,37.4291877746582
"XIC.TO",2024-10-01,38.0397338867188
"XIC.TO",2024-11-01,40.4684371948242
"XIC.TO",2024-12-01,38.9085388183594
"XIC.TO",2025-01-01,40.495922088623
"XIC.TO",2025-02-01,40.3171348571777
"XIC.TO",2025-03-01,39.4728507995605
"XIC.TO",2025-04-01,38.7900009155273
"XIC.TO",2025-04-22,38.7900009155273
